genetic;length;mass;exercise;smoking;alcohol;sugar;lifespan
83.0;181.0;110.0;1.0;16.0;5.0;2.0;68.0
80.0;176.0;60.0;1.0;16.0;9.0;3.0;66.0
76.0;175.0;97.0;1.0;3.0;9.0;4.0;61.0
78.0;178.0;112.0;3.0;21.0;5.0;2.0;68.0
78.0;189.0;81.0;3.0;17.0;10.0;2.0;76.0
81.0;198.0;100.0;3.0;3.0;4.0;2.0;96.0
78.0;161.0;94.0;1.0;17.0;8.0;3.0;51.0
80.0;190.0;79.0;2.0;20.0;5.0;3.0;71.0
79.0;159.0;64.0;2.0;0.0;3.0;3.0;91.0
80.0;178.0;85.0;2.0;20.0;7.0;3.0;65.0
79.0;186.0;83.0;1.0;7.0;8.0;1.0;75.0
82.0;174.0;71.0;1.0;6.0;4.0;3.0;70.0
79.0;210.0;62.0;3.0;0.0;7.0;1.0;103.0
78.0;194.0;80.0;2.0;12.0;4.0;3.0;78.0
81.0;173.0;92.0;2.0;3.0;6.0;2.0;79.0
79.0;168.0;85.0;1.0;15.0;4.0;3.0;63.0
82.0;183.0;85.0;3.0;12.0;6.0;1.0;91.0
81.0;160.0;73.0;2.0;10.0;2.0;3.0;81.0
79.0;209.0;74.0;2.0;21.0;10.0;2.0;77.0
81.0;165.0;69.0;2.0;8.0;5.0;1.0;90.0
83.0;196.0;100.0;1.0;11.0;6.0;5.0;66.0
78.0;173.0;74.0;1.0;14.0;9.0;2.0;65.0
81.0;169.0;70.0;2.0;18.0;5.0;3.0;73.0
79.0;180.0;73.0;1.0;4.0;8.0;3.0;72.0
79.0;188.0;91.0;2.0;20.0;7.0;2.0;70.0
84.0;167.0;89.0;2.0;18.0;7.0;3.0;72.0
77.0;188.0;71.0;1.0;13.0;2.0;2.0;73.0
79.0;;75.0;2.0;0.0;6.0;3.0;82.0
80.0;173.0;72.0;2.0;6.0;3.0;1.0;89.0
81.0;195.0;70.0;1.0;11.0;0.0;3.0;77.0
84.0;183.0;68.0;2.0;18.0;0.0;2.0;90.0
81.0;165.0;79.0;1.0;7.0;6.0;3.0;64.0
78.0;155.0;70.0;4.0;18.0;9.0;1.0;85.0
82.0;177.0;102.0;2.0;14.0;9.0;1.0;75.0
79.0;184.0;78.0;2.0;15.0;4.0;4.0;73.0
81.0;174.0;90.0;2.0;2.0;6.0;3.0;77.0
80.0;171.0;69.0;3.0;3.0;2.0;3.0;96.0
82.0;179.0;60.0;3.0;7.0;2.0;1.0;101.0
82.0;169.0;74.0;1.0;4.0;4.0;5.0;70.0
83.0;186.0;67.0;3.0;0.0;9.0;3.0;102.0
78.0;170.0;73.0;1.0;17.0;0.0;2.0;66.0
79.0;184.0;89.0;1.0;18.0;8.0;1.0;65.0
80.0;183.0;97.0;3.0;13.0;7.0;2.0;80.0
82.0;189.0;64.0;3.0;17.0;9.0;3.0;84.0
81.0;181.0;90.0;3.0;10.0;8.0;2.0;89.0
79.0;188.0;69.0;1.0;18.0;8.0;2.0;69.0
82.0;174.0;83.0;2.0;6.0;2.0;2.0;84.0
79.0;188.0;64.0;1.0;12.0;9.0;2.0;68.0
79.0;173.0;83.0;1.0;12.0;7.0;2.0;65.0
79.0;184.0;82.0;1.0;19.0;8.0;1.0;61.0
81.0;170.0;82.0;3.0;11.0;9.0;4.0;75.0
79.0;183.0;80.0;1.0;5.0;6.0;2.0;78.0
80.0;190.0;64.0;3.0;0.0;8.0;3.0;93.0
81.0;179.0;63.0;2.0;14.0;8.0;4.0;69.0
81.0;210.0;67.0;2.0;16.0;7.0;3.0;75.0
77.0;196.0;68.0;1.0;0.0;6.0;1.0;81.0
80.0;184.0;63.0;1.0;6.0;6.0;2.0;74.0
80.0;204.0;73.0;2.0;19.0;1.0;3.0;81.0
80.0;187.0;73.0;1.0;14.0;9.0;3.0;67.0
80.0;184.0;81.0;1.0;16.0;3.0;2.0;69.0
83.0;190.0;85.0;3.0;22.0;9.0;2.0;78.0
80.0;201.0;68.0;2.0;11.0;6.0;2.0;81.0
76.0;186.0;62.0;1.0;18.0;8.0;2.0;64.0
79.0;197.0;69.0;1.0;6.0;5.0;2.0;73.0
78.0;208.0;105.0;1.0;17.0;8.0;1.0;60.0
80.0;198.0;80.0;1.0;0.0;10.0;2.0;74.0
80.0;180.0;86.0;2.0;0.0;9.0;1.0;87.0
81.0;176.0;94.0;1.0;14.0;7.0;2.0;66.0
79.0;184.0;74.0;2.0;6.0;7.0;3.0;81.0
80.0;167.0;75.0;3.0;10.0;9.0;2.0;85.0
79.0;174.0;65.0;1.0;2.0;9.0;1.0;82.0
84.0;178.0;84.0;0.0;8.0;7.0;2.0;69.0
82.0;172.0;79.0;1.0;5.0;1.0;3.0;75.0
79.0;155.0;72.0;1.0;21.0;7.0;2.0;62.0
78.0;172.0;68.0;2.0;1.0;4.0;1.0;95.0
78.0;189.0;76.0;1.0;19.0;2.0;3.0;63.0
79.0;192.0;81.0;4.0;2.0;9.0;3.0;97.0
82.0;192.0;78.0;3.0;15.0;10.0;2.0;91.0
80.0;169.0;87.0;1.0;1.0;9.0;2.0;70.0
80.0;166.0;70.0;3.0;5.0;0.0;3.0;95.0
82.0;187.0;89.0;0.0;1.0;1.0;3.0;74.0
78.0;185.0;72.0;1.0;12.0;5.0;3.0;69.0
82.0;179.0;95.0;1.0;15.0;1.0;3.0;70.0
79.0;179.0;90.0;2.0;3.0;2.0;3.0;84.0
77.0;186.0;97.0;1.0;20.0;0.0;2.0;57.0
80.0;195.0;85.0;3.0;8.0;8.0;4.0;80.0
78.0;175.0;61.0;1.0;3.0;3.0;2.0;78.0
81.0;180.0;91.0;2.0;15.0;4.0;2.0;76.0
79.0;166.0;90.0;1.0;17.0;6.0;4.0;56.0
81.0;177.0;93.0;1.0;0.0;6.0;2.0;78.0
80.0;195.0;64.0;1.0;0.0;0.0;3.0;83.0
78.0;189.0;93.0;1.0;16.0;6.0;2.0;59.0
79.0;178.0;79.0;1.0;21.0;3.0;2.0;60.0
80.0;171.0;76.0;2.0;22.0;7.0;3.0;71.0
80.0;180.0;85.0;2.0;6.0;9.0;1.0;89.0
80.0;186.0;81.0;3.0;22.0;9.0;1.0;77.0
77.0;186.0;85.0;1.0;12.0;5.0;3.0;62.0
84.0;180.0;90.0;2.0;9.0;1.0;2.0;86.0
79.0;168.0;95.0;2.0;22.0;3.0;1.0;70.0
80.0;173.0;63.0;1.0;19.0;8.0;2.0;64.0
80.0;190.0;60.0;1.0;0.0;6.0;3.0;84.0
80.0;190.0;72.0;1.0;22.0;9.0;3.0;61.0
80.0;179.0;81.0;1.0;8.0;0.0;4.0;75.0
80.0;177.0;67.0;2.0;9.0;5.0;2.0;83.0
81.0;185.0;73.0;3.0;0.0;4.0;2.0;98.0
79.0;170.0;75.0;1.0;10.0;5.0;2.0;68.0
79.0;193.0;61.0;1.0;13.0;6.0;1.0;73.0
82.0;181.0;61.0;2.0;5.0;7.0;1.0;95.0
81.0;200.0;108.0;3.0;16.0;6.0;2.0;91.0
81.0;199.0;106.0;1.0;6.0;1.0;2.0;80.0
81.0;178.0;87.0;1.0;19.0;3.0;3.0;60.0
78.0;190.0;79.0;1.0;10.0;8.0;3.0;69.0
78.0;189.0;78.0;2.0;11.0;7.0;2.0;77.0
80.0;196.0;82.0;1.0;14.0;9.0;2.0;72.0
79.0;201.0;89.0;1.0;8.0;4.0;1.0;75.0
80.0;166.0;72.0;1.0;5.0;0.0;4.0;74.0
80.0;201.0;73.0;1.0;21.0;4.0;4.0;64.0
83.0;196.0;104.0;2.0;5.0;3.0;1.0;96.0
82.0;174.0;98.0;2.0;2.0;4.0;3.0;78.0
79.0;162.0;89.0;1.0;1.0;10.0;2.0;70.0
78.0;184.0;99.0;1.0;8.0;6.0;2.0;71.0
79.0;166.0;80.0;0.0;22.0;3.0;2.0;56.0
83.0;179.0;72.0;2.0;0.0;10.0;4.0;79.0
80.0;184.0;87.0;1.0;21.0;8.0;4.0;56.0
81.0;188.0;87.0;1.0;14.0;7.0;1.0;73.0
80.0;201.0;60.0;2.0;11.0;5.0;3.0;79.0
80.0;171.0;82.0;3.0;17.0;2.0;1.0;93.0
81.0;165.0;72.0;1.0;14.0;1.0;2.0;72.0
80.0;205.0;103.0;2.0;0.0;5.0;2.0;89.0
82.0;174.0;86.0;1.0;21.0;1.0;2.0;69.0
80.0;184.0;82.0;1.0;7.0;9.0;2.0;69.0
79.0;204.0;86.0;1.0;12.0;6.0;1.0;78.0
81.0;175.0;68.0;1.0;21.0;5.0;3.0;60.0
80.0;170.0;93.0;3.0;3.0;8.0;2.0;90.0
81.0;194.0;72.0;2.0;12.0;7.0;4.0;72.0
79.0;187.0;85.0;2.0;2.0;5.0;3.0;85.0
78.0;184.0;86.0;2.0;19.0;9.0;3.0;66.0
77.0;184.0;71.0;1.0;0.0;7.0;4.0;67.0
78.0;168.0;79.0;3.0;16.0;0.0;2.0;84.0
81.0;185.0;93.0;1.0;0.0;5.0;3.0;77.0
78.0;198.0;93.0;1.0;19.0;7.0;2.0;62.0
81.0;161.0;66.0;1.0;1.0;5.0;2.0;80.0
78.0;198.0;72.0;1.0;0.0;6.0;3.0;74.0
78.0;192.0;84.0;1.0;20.0;4.0;1.0;69.0
80.0;184.0;84.0;1.0;0.0;1.0;4.0;78.0
82.0;185.0;67.0;0.0;6.0;1.0;2.0;78.0
81.0;198.0;81.0;1.0;16.0;6.0;3.0;66.0
81.0;185.0;84.0;3.0;6.0;6.0;2.0;92.0
78.0;202.0;63.0;1.0;21.0;6.0;5.0;57.0
79.0;180.0;92.0;2.0;18.0;4.0;3.0;68.0
80.0;185.0;61.0;0.0;10.0;7.0;3.0;64.0
80.0;180.0;84.0;2.0;6.0;1.0;3.0;83.0
79.0;179.0;103.0;3.0;11.0;5.0;2.0;82.0
78.0;196.0;61.0;1.0;14.0;5.0;2.0;74.0
79.0;188.0;76.0;1.0;21.0;4.0;1.0;71.0
78.0;161.0;64.0;1.0;19.0;4.0;4.0;60.0
79.0;202.0;89.0;4.0;2.0;9.0;3.0;97.0
82.0;176.0;79.0;1.0;2.0;3.0;3.0;75.0
79.0;182.0;81.0;1.0;16.0;9.0;3.0;60.0
78.0;194.0;77.0;1.0;20.0;8.0;1.0;67.0
79.0;168.0;78.0;0.0;3.0;6.0;4.0;58.0
79.0;201.0;68.0;0.0;0.0;7.0;3.0;71.0
79.0;185.0;94.0;1.0;9.0;7.0;2.0;65.0
81.0;186.0;80.0;3.0;6.0;5.0;3.0;90.0
79.0;192.0;76.0;2.0;11.0;6.0;3.0;77.0
81.0;163.0;70.0;1.0;18.0;5.0;1.0;66.0
80.0;194.0;70.0;1.0;4.0;8.0;2.0;80.0
80.0;181.0;71.0;2.0;6.0;7.0;3.0;87.0
82.0;171.0;85.0;2.0;4.0;6.0;3.0;76.0
78.0;188.0;60.0;1.0;15.0;4.0;3.0;68.0
81.0;209.0;96.0;2.0;1.0;7.0;2.0;90.0
78.0;177.0;61.0;0.0;3.0;3.0;3.0;68.0
79.0;163.0;71.0;1.0;16.0;3.0;3.0;64.0
83.0;179.0;74.0;2.0;1.0;9.0;3.0;86.0
81.0;191.0;89.0;2.0;7.0;6.0;3.0;81.0
79.0;197.0;89.0;4.0;13.0;9.0;2.0;90.0
79.0;186.0;92.0;3.0;22.0;6.0;3.0;79.0
82.0;170.0;75.0;1.0;4.0;1.0;3.0;81.0
82.0;177.0;61.0;3.0;0.0;9.0;2.0;102.0
80.0;179.0;63.0;1.0;0.0;9.0;3.0;77.0
78.0;202.0;83.0;1.0;3.0;9.0;2.0;78.0
83.0;171.0;61.0;1.0;0.0;6.0;3.0;77.0
84.0;191.0;73.0;1.0;18.0;7.0;4.0;67.0
80.0;193.0;61.0;2.0;8.0;7.0;4.0;78.0
81.0;193.0;79.0;4.0;8.0;8.0;2.0;100.0
81.0;187.0;71.0;1.0;3.0;4.0;2.0;85.0
78.0;190.0;69.0;3.0;0.0;5.0;2.0;104.0
80.0;183.0;88.0;1.0;0.0;10.0;2.0;74.0
82.0;180.0;73.0;1.0;18.0;2.0;3.0;71.0
81.0;190.0;75.0;2.0;13.0;7.0;2.0;77.0
81.0;177.0;73.0;1.0;1.0;1.0;1.0;84.0
79.0;204.0;97.0;1.0;5.0;7.0;3.0;68.0
79.0;198.0;81.0;0.0;12.0;8.0;4.0;55.0
79.0;192.0;93.0;3.0;17.0;7.0;2.0;80.0
77.0;179.0;79.0;1.0;12.0;9.0;2.0;63.0
78.0;185.0;65.0;1.0;1.0;9.0;2.0;76.0
82.0;175.0;63.0;0.0;18.0;4.0;2.0;65.0
78.0;175.0;99.0;2.0;6.0;4.0;2.0;81.0
78.0;202.0;74.0;1.0;14.0;7.0;2.0;68.0
79.0;186.0;67.0;2.0;0.0;8.0;1.0;87.0
83.0;193.0;86.0;2.0;0.0;3.0;4.0;87.0
84.0;194.0;61.0;1.0;1.0;9.0;1.0;84.0
81.0;178.0;73.0;2.0;12.0;8.0;2.0;80.0
82.0;179.0;84.0;1.0;6.0;0.0;2.0;78.0
79.0;197.0;60.0;2.0;0.0;6.0;3.0;89.0
81.0;195.0;64.0;2.0;5.0;0.0;2.0;94.0
80.0;181.0;94.0;2.0;6.0;5.0;2.0;77.0
81.0;191.0;90.0;3.0;14.0;6.0;1.0;89.0
79.0;161.0;82.0;2.0;19.0;9.0;2.0;69.0
83.0;169.0;64.0;1.0;0.0;1.0;3.0;86.0
80.0;190.0;79.0;2.0;8.0;7.0;2.0;85.0
81.0;179.0;81.0;1.0;17.0;1.0;3.0;70.0
80.0;179.0;82.0;1.0;5.0;6.0;3.0;75.0
81.0;207.0;110.0;1.0;18.0;5.0;2.0;65.0
80.0;178.0;76.0;2.0;20.0;2.0;4.0;66.0
81.0;172.0;92.0;1.0;1.0;6.0;3.0;72.0
80.0;157.0;86.0;1.0;0.0;9.0;3.0;70.0
80.0;171.0;83.0;2.0;19.0;2.0;3.0;74.0
81.0;183.0;81.0;1.0;0.0;4.0;1.0;82.0
81.0;177.0;68.0;1.0;10.0;5.0;2.0;70.0
82.0;182.0;73.0;2.0;2.0;10.0;3.0;83.0
80.0;183.0;87.0;1.0;19.0;9.0;2.0;65.0
81.0;161.0;84.0;0.0;0.0;9.0;3.0;64.0
79.0;176.0;88.0;2.0;18.0;9.0;2.0;69.0
80.0;185.0;62.0;2.0;4.0;1.0;3.0;88.0
80.0;173.0;86.0;3.0;18.0;8.0;1.0;80.0
82.0;173.0;65.0;4.0;4.0;7.0;2.0;106.0
76.0;160.0;88.0;3.0;1.0;9.0;4.0;77.0
80.0;191.0;104.0;2.0;21.0;9.0;3.0;60.0
78.0;165.0;87.0;1.0;6.0;0.0;2.0;77.0
78.0;188.0;69.0;2.0;0.0;5.0;4.0;84.0
83.0;201.0;74.0;2.0;17.0;4.0;4.0;75.0
83.0;164.0;71.0;2.0;4.0;8.0;3.0;77.0
78.0;199.0;84.0;2.0;0.0;7.0;2.0;91.0
82.0;159.0;61.0;1.0;16.0;9.0;3.0;60.0
82.0;168.0;66.0;2.0;6.0;5.0;3.0;88.0
81.0;194.0;86.0;1.0;19.0;2.0;2.0;73.0
79.0;172.0;72.0;3.0;15.0;5.0;1.0;90.0
81.0;196.0;94.0;1.0;15.0;8.0;1.0;67.0
81.0;162.0;64.0;3.0;0.0;4.0;3.0;94.0
81.0;194.0;62.0;1.0;9.0;9.0;2.0;79.0
80.0;184.0;72.0;1.0;13.0;4.0;2.0;76.0
81.0;199.0;97.0;2.0;1.0;9.0;3.0;82.0
79.0;167.0;68.0;1.0;6.0;7.0;2.0;73.0
80.0;208.0;99.0;2.0;22.0;6.0;1.0;73.0
80.0;192.0;91.0;1.0;11.0;6.0;2.0;69.0
80.0;190.0;90.0;2.0;18.0;0.0;3.0;70.0
80.0;178.0;81.0;2.0;11.0;4.0;5.0;70.0
81.0;178.0;76.0;3.0;1.0;5.0;2.0;104.0
79.0;173.0;77.0;1.0;18.0;6.0;2.0;61.0
81.0;157.0;75.0;2.0;3.0;6.0;4.0;76.0
80.0;191.0;86.0;3.0;4.0;9.0;5.0;83.0
84.0;169.0;103.0;1.0;11.0;7.0;2.0;67.0
81.0;178.0;62.0;1.0;6.0;6.0;4.0;77.0
80.0;177.0;77.0;1.0;15.0;1.0;4.0;65.0
81.0;172.0;79.0;2.0;1.0;9.0;3.0;78.0
81.0;188.0;78.0;3.0;0.0;3.0;2.0;99.0
82.0;214.0;91.0;1.0;0.0;9.0;1.0;87.0
81.0;197.0;66.0;2.0;1.0;0.0;3.0;100.0
81.0;177.0;97.0;3.0;4.0;1.0;4.0;86.0
84.0;201.0;85.0;1.0;4.0;1.0;3.0;87.0
80.0;190.0;73.0;1.0;18.0;3.0;2.0;72.0
80.0;168.0;85.0;2.0;3.0;6.0;3.0;78.0
77.0;167.0;78.0;1.0;1.0;5.0;2.0;70.0
79.0;199.0;72.0;3.0;9.0;9.0;3.0;84.0
82.0;194.0;88.0;1.0;19.0;4.0;2.0;67.0
77.0;168.0;66.0;1.0;3.0;8.0;1.0;78.0
79.0;199.0;85.0;1.0;3.0;7.0;2.0;80.0
78.0;210.0;109.0;3.0;9.0;8.0;3.0;80.0
81.0;190.0;64.0;0.0;13.0;3.0;2.0;69.0
77.0;156.0;68.0;1.0;22.0;6.0;3.0;55.0
77.0;190.0;62.0;1.0;7.0;1.0;1.0;81.0
77.0;170.0;84.0;2.0;18.0;6.0;3.0;68.0
79.0;191.0;84.0;1.0;14.0;9.0;2.0;65.0
81.0;176.0;112.0;2.0;6.0;2.0;2.0;80.0
79.0;190.0;78.0;1.0;6.0;8.0;1.0;75.0
79.0;166.0;75.0;1.0;21.0;9.0;3.0;54.0
78.0;202.0;77.0;1.0;14.0;9.0;2.0;69.0
83.0;171.0;81.0;1.0;11.0;0.0;1.0;80.0
82.0;173.0;103.0;3.0;13.0;2.0;3.0;83.0
76.0;181.0;110.0;2.0;18.0;8.0;2.0;60.0
79.0;174.0;64.0;1.0;20.0;4.0;4.0;63.0
80.0;181.0;87.0;3.0;18.0;7.0;2.0;77.0
80.0;171.0;86.0;1.0;15.0;10.0;4.0;57.0
80.0;190.0;87.0;3.0;21.0;6.0;4.0;71.0
82.0;195.0;90.0;2.0;19.0;6.0;1.0;79.0
80.0;186.0;70.0;2.0;5.0;10.0;2.0;85.0
79.0;174.0;63.0;2.0;3.0;5.0;3.0;90.0
79.0;191.0;61.0;1.0;6.0;4.0;3.0;73.0
80.0;171.0;62.0;1.0;14.0;10.0;3.0;62.0
77.0;189.0;75.0;2.0;10.0;8.0;3.0;72.0
84.0;183.0;74.0;2.0;8.0;7.0;3.0;81.0
82.0;183.0;63.0;1.0;4.0;1.0;2.0;86.0
82.0;179.0;72.0;2.0;17.0;3.0;2.0;82.0
81.0;172.0;71.0;2.0;6.0;10.0;2.0;81.0
79.0;171.0;71.0;1.0;18.0;9.0;1.0;65.0
79.0;196.0;60.0;3.0;18.0;9.0;3.0;78.0
79.0;180.0;64.0;1.0;14.0;8.0;3.0;68.0
80.0;184.0;69.0;1.0;4.0;5.0;1.0;76.0
81.0;162.0;74.0;2.0;7.0;7.0;2.0;84.0
79.0;191.0;82.0;2.0;1.0;7.0;3.0;82.0
80.0;183.0;74.0;4.0;6.0;9.0;3.0;94.0
81.0;194.0;81.0;1.0;17.0;8.0;1.0;72.0
80.0;166.0;88.0;1.0;21.0;7.0;3.0;56.0
78.0;180.0;81.0;1.0;1.0;9.0;2.0;76.0
79.0;176.0;71.0;2.0;0.0;9.0;2.0;83.0
80.0;180.0;85.0;1.0;0.0;9.0;2.0;72.0
81.0;164.0;80.0;4.0;11.0;6.0;2.0;94.0
81.0;183.0;80.0;1.0;18.0;8.0;2.0;62.0
80.0;190.0;74.0;1.0;12.0;6.0;1.0;78.0
79.0;158.0;66.0;2.0;0.0;5.0;2.0;85.0
79.0;203.0;62.0;1.0;11.0;6.0;2.0;75.0
82.0;172.0;94.0;3.0;13.0;4.0;1.0;94.0
80.0;178.0;109.0;3.0;0.0;0.0;2.0;99.0
82.0;175.0;75.0;1.0;17.0;6.0;3.0;67.0
81.0;185.0;72.0;1.0;15.0;8.0;1.0;75.0
80.0;183.0;93.0;2.0;2.0;9.0;3.0;85.0
81.0;174.0;109.0;0.0;0.0;7.0;4.0;59.0
80.0;173.0;88.0;2.0;21.0;9.0;3.0;60.0
84.0;186.0;111.0;2.0;0.0;1.0;2.0;92.0
81.0;192.0;100.0;3.0;12.0;6.0;2.0;86.0
79.0;186.0;64.0;2.0;18.0;8.0;2.0;72.0
82.0;157.0;79.0;1.0;16.0;8.0;3.0;57.0
82.0;175.0;77.0;2.0;1.0;4.0;1.0;95.0
78.0;174.0;105.0;1.0;3.0;9.0;2.0;67.0
82.0;177.0;74.0;4.0;15.0;8.0;3.0;88.0
77.0;192.0;76.0;0.0;10.0;9.0;2.0;59.0
79.0;175.0;70.0;1.0;15.0;1.0;2.0;77.0
81.0;154.0;84.0;2.0;2.0;6.0;2.0;79.0
78.0;174.0;80.0;2.0;5.0;8.0;2.0;77.0
78.0;170.0;68.0;2.0;17.0;6.0;3.0;65.0
78.0;186.0;89.0;3.0;7.0;4.0;1.0;92.0
82.0;180.0;65.0;1.0;4.0;4.0;4.0;72.0
82.0;168.0;97.0;1.0;14.0;5.0;1.0;68.0
78.0;180.0;91.0;1.0;0.0;5.0;1.0;84.0
79.0;190.0;74.0;3.0;13.0;3.0;3.0;86.0
80.0;211.0;65.0;3.0;4.0;2.0;2.0;100.0
80.0;182.0;68.0;1.0;0.0;9.0;2.0;84.0
79.0;174.0;83.0;1.0;14.0;10.0;3.0;55.0
79.0;167.0;76.0;1.0;4.0;5.0;1.0;79.0
82.0;209.0;90.0;1.0;17.0;6.0;3.0;68.0
80.0;178.0;64.0;1.0;16.0;9.0;3.0;56.0
79.0;176.0;69.0;1.0;5.0;9.0;3.0;73.0
79.0;175.0;99.0;1.0;10.0;3.0;1.0;69.0
79.0;197.0;96.0;2.0;8.0;10.0;3.0;72.0
78.0;195.0;76.0;4.0;10.0;5.0;2.0;98.0
82.0;185.0;95.0;1.0;14.0;5.0;4.0;60.0
79.0;174.0;78.0;1.0;14.0;4.0;2.0;65.0
78.0;187.0;67.0;1.0;2.0;9.0;2.0;79.0
78.0;179.0;72.0;3.0;5.0;5.0;2.0;92.0
82.0;192.0;63.0;0.0;4.0;6.0;2.0;76.0
79.0;177.0;76.0;1.0;15.0;7.0;4.0;62.0
79.0;204.0;72.0;2.0;1.0;2.0;2.0;99.0
80.0;202.0;91.0;2.0;0.0;1.0;4.0;86.0
80.0;170.0;81.0;1.0;5.0;9.0;2.0;72.0
82.0;167.0;71.0;2.0;16.0;7.0;3.0;67.0
79.0;192.0;80.0;3.0;1.0;6.0;3.0;90.0
78.0;203.0;95.0;2.0;4.0;7.0;3.0;80.0
81.0;182.0;86.0;1.0;0.0;6.0;3.0;78.0
78.0;173.0;69.0;2.0;20.0;7.0;2.0;70.0
77.0;171.0;76.0;1.0;22.0;3.0;1.0;61.0
78.0;176.0;75.0;3.0;1.0;9.0;2.0;91.0
79.0;174.0;92.0;3.0;12.0;4.0;4.0;74.0
82.0;192.0;80.0;1.0;16.0;9.0;2.0;63.0
80.0;201.0;85.0;0.0;8.0;6.0;3.0;65.0
79.0;183.0;84.0;1.0;9.0;9.0;4.0;55.0
78.0;166.0;94.0;1.0;16.0;6.0;3.0;57.0
78.0;173.0;65.0;1.0;9.0;7.0;3.0;73.0
79.0;166.0;88.0;0.0;3.0;8.0;2.0;63.0
80.0;182.0;82.0;2.0;13.0;5.0;4.0;74.0
80.0;184.0;70.0;1.0;18.0;7.0;3.0;69.0
79.0;169.0;64.0;3.0;7.0;7.0;2.0;92.0
78.0;181.0;83.0;1.0;1.0;6.0;4.0;72.0
81.0;171.0;67.0;1.0;21.0;6.0;4.0;57.0
82.0;171.0;88.0;3.0;11.0;9.0;1.0;85.0
79.0;182.0;107.0;0.0;18.0;8.0;3.0;47.0
80.0;204.0;74.0;1.0;11.0;4.0;2.0;74.0
80.0;173.0;64.0;3.0;21.0;8.0;2.0;81.0
81.0;195.0;101.0;1.0;19.0;9.0;2.0;63.0
82.0;190.0;107.0;1.0;0.0;7.0;3.0;73.0
79.0;173.0;68.0;1.0;14.0;6.0;2.0;62.0
83.0;179.0;67.0;2.0;13.0;10.0;3.0;74.0
78.0;178.0;97.0;3.0;19.0;5.0;2.0;84.0
81.0;179.0;86.0;1.0;13.0;3.0;1.0;72.0
82.0;177.0;79.0;1.0;20.0;9.0;4.0;57.0
82.0;190.0;82.0;2.0;14.0;4.0;2.0;82.0
82.0;197.0;78.0;2.0;9.0;8.0;3.0;87.0
80.0;202.0;96.0;3.0;18.0;4.0;2.0;88.0
81.0;183.0;93.0;3.0;5.0;9.0;2.0;92.0
80.0;196.0;65.0;1.0;2.0;1.0;4.0;82.0
82.0;161.0;96.0;2.0;13.0;7.0;2.0;68.0
79.0;203.0;67.0;2.0;22.0;6.0;2.0;78.0
80.0;187.0;68.0;1.0;22.0;5.0;2.0;66.0
79.0;178.0;75.0;2.0;4.0;5.0;2.0;88.0
79.0;188.0;77.0;1.0;10.0;9.0;4.0;63.0
80.0;167.0;67.0;4.0;6.0;3.0;2.0;105.0
81.0;195.0;75.0;0.0;15.0;5.0;1.0;67.0
79.0;191.0;78.0;3.0;7.0;5.0;1.0;96.0
81.0;199.0;61.0;3.0;3.0;9.0;1.0;99.0
79.0;183.0;92.0;1.0;0.0;8.0;1.0;78.0
78.0;186.0;80.0;1.0;8.0;8.0;3.0;66.0
80.0;177.0;64.0;1.0;1.0;5.0;1.0;85.0
79.0;186.0;80.0;1.0;14.0;5.0;3.0;66.0
79.0;184.0;67.0;3.0;1.0;1.0;4.0;93.0
78.0;172.0;72.0;3.0;20.0;4.0;1.0;80.0
79.0;162.0;112.0;1.0;20.0;7.0;2.0;51.0
79.0;193.0;75.0;1.0;13.0;2.0;2.0;72.0
79.0;172.0;66.0;1.0;8.0;8.0;4.0;68.0
78.0;204.0;85.0;1.0;13.0;2.0;1.0;74.0
79.0;190.0;69.0;2.0;20.0;8.0;2.0;71.0
79.0;171.0;68.0;2.0;4.0;6.0;2.0;82.0
82.0;211.0;97.0;2.0;19.0;2.0;2.0;77.0
83.0;179.0;62.0;1.0;4.0;9.0;2.0;78.0
83.0;201.0;78.0;1.0;19.0;8.0;3.0;68.0
79.0;169.0;88.0;2.0;2.0;9.0;2.0;79.0
80.0;190.0;94.0;2.0;12.0;5.0;3.0;73.0
81.0;173.0;94.0;3.0;4.0;1.0;1.0;97.0
80.0;198.0;84.0;2.0;5.0;7.0;2.0;84.0
79.0;187.0;76.0;2.0;0.0;9.0;3.0;81.0
80.0;203.0;62.0;1.0;10.0;0.0;2.0;81.0
78.0;174.0;70.0;2.0;16.0;2.0;2.0;79.0
79.0;174.0;64.0;1.0;15.0;1.0;1.0;75.0
80.0;208.0;85.0;2.0;0.0;1.0;3.0;90.0
79.0;157.0;87.0;2.0;10.0;2.0;2.0;76.0
80.0;166.0;100.0;0.0;1.0;5.0;4.0;59.0
77.0;175.0;84.0;2.0;1.0;5.0;2.0;83.0
79.0;188.0;75.0;1.0;21.0;8.0;3.0;53.0
78.0;170.0;89.0;2.0;0.0;7.0;3.0;79.0
79.0;205.0;70.0;1.0;10.0;3.0;3.0;77.0
81.0;188.0;71.0;2.0;2.0;10.0;4.0;84.0
79.0;167.0;82.0;2.0;5.0;4.0;3.0;75.0
80.0;184.0;85.0;1.0;10.0;6.0;3.0;66.0
80.0;195.0;104.0;1.0;4.0;9.0;3.0;67.0
78.0;178.0;71.0;2.0;7.0;9.0;1.0;81.0
84.0;178.0;77.0;3.0;17.0;9.0;3.0;81.0
80.0;177.0;80.0;1.0;2.0;5.0;1.0;82.0
